%# f in GHz     S1(1)1(1)              S1(1)2(1)              S1(1)3(1)              S1(1)4(1)              S2(1)1(1)              S2(1)2(1)              S2(1)3(1)              S2(1)4(1)              S3(1)1(1)              S3(1)2(1)              S3(1)3(1)              S3(1)4(1)              S4(1)1(1)              S4(1)2(1)              S4(1)3(1)              S4(1)4(1)
%#              Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im          Re         Im
%# Reference impedance at port 1 (mode 1):  52.4062385559082, port 2 (mode 1):  64.4482116699219, port 3 (mode 1):  65.5613021850586, port 4 (mode 1):  54.8182716369629 
0.227000       0.313820  0.471764     0.622843  -0.150029     0.124148  -0.331874     -0.014634  -0.377626     0.619985  -0.151993     -0.427649  0.274437     0.378121  -0.129546     0.326633  -0.259073     0.126151  -0.331165     0.377978  -0.129825     -0.356072  0.265338     0.719026  -0.017411     -0.013192  -0.377559     0.326003  -0.259815     0.720373  -0.016663     -0.016827  0.406534
0.228000       0.316606  0.470366     0.623009  -0.151507     0.122560  -0.331640     -0.016738  -0.376644     0.620101  -0.153400     -0.426831  0.275329     0.377845  -0.129787     0.325785  -0.259580     0.124582  -0.330982     0.377694  -0.130063     -0.355165  0.265687     0.719715  -0.018670     -0.015295  -0.376615     0.325137  -0.260306     0.721083  -0.017955     -0.015047  0.406330
0.229000       0.319373  0.468957     0.623167  -0.152986     0.120981  -0.331400     -0.018827  -0.375653     0.620212  -0.154809     -0.426011  0.276218     0.377570  -0.130028     0.324939  -0.260084     0.123019  -0.330794     0.377413  -0.130301     -0.354262  0.266033     0.720396  -0.019932     -0.017382  -0.375664     0.324274  -0.260795     0.721784  -0.019252     -0.013278  0.406122
0.230000       0.322122  0.467540     0.623317  -0.154468     0.119411  -0.331153     -0.020900  -0.374654     0.620316  -0.156219     -0.425189  0.277106     0.377298  -0.130268     0.324095  -0.260585     0.121465  -0.330600     0.377134  -0.130537     -0.353363  0.266377     0.721069  -0.021196     -0.019456  -0.374704     0.323413  -0.261280     0.722476  -0.020551     -0.011520  0.405908
0.231000       0.324853  0.466114     0.623459  -0.155952     0.117850  -0.330901     -0.022958  -0.373648     0.620414  -0.157629     -0.424367  0.277991     0.377028  -0.130507     0.323253  -0.261084     0.119918  -0.330400     0.376858  -0.130772     -0.352467  0.266718     0.721734  -0.022462     -0.021515  -0.373737     0.322554  -0.261763     0.723159  -0.021852     -0.009771  0.405690
0.232000       0.327565  0.464679     0.623593  -0.157438     0.116298  -0.330642     -0.025001  -0.372634     0.620505  -0.159041     -0.423542  0.278875     0.376760  -0.130745     0.322413  -0.261580     0.118379  -0.330196     0.376583  -0.131006     -0.351574  0.267056     0.722391  -0.023731     -0.023560  -0.372762     0.321698  -0.262243     0.723834  -0.023157     -0.008032  0.405466
0.233000       0.330260  0.463235     0.623719  -0.158926     0.114755  -0.330379     -0.027028  -0.371612     0.620591  -0.160453     -0.422717  0.279756     0.376495  -0.130982     0.321574  -0.262073     0.116848  -0.329985     0.376311  -0.131239     -0.350685  0.267392     0.723040  -0.025002     -0.025591  -0.371780     0.320844  -0.262719     0.724500  -0.024465     -0.006304  0.405238
0.234000       0.332937  0.461783     0.623836  -0.160416     0.113221  -0.330109     -0.029041  -0.370584     0.620670  -0.161867     -0.421890  0.280636     0.376232  -0.131218     0.320738  -0.262565     0.115324  -0.329770     0.376042  -0.131471     -0.349799  0.267726     0.723682  -0.026275     -0.027607  -0.370791     0.319992  -0.263193     0.725157  -0.025775     -0.004586  0.405005
0.235000       0.335596  0.460323     0.623946  -0.161907     0.111696  -0.329835     -0.031038  -0.369549     0.620744  -0.163281     -0.421061  0.281514     0.375970  -0.131453     0.319903  -0.263053     0.113808  -0.329549     0.375774  -0.131702     -0.348916  0.268057     0.724316  -0.027550     -0.029610  -0.369795     0.319142  -0.263664     0.725805  -0.027088     -0.002877  0.404768
0.236000       0.338236  0.458855     0.624049  -0.163401     0.110180  -0.329555     -0.033020  -0.368506     0.620811  -0.164696     -0.420231  0.282390     0.375712  -0.131688     0.319070  -0.263540     0.112298  -0.329324     0.375509  -0.131932     -0.348038  0.268386     0.724941  -0.028827     -0.031599  -0.368792     0.318295  -0.264132     0.726445  -0.028403     -0.001179  0.404526
0.237000       0.340861  0.457378     0.624143  -0.164895     0.108672  -0.329270     -0.034987  -0.367458     0.620873  -0.166112     -0.419400  0.283264     0.375455  -0.131922     0.318239  -0.264023     0.110797  -0.329094     0.375247  -0.132161     -0.347162  0.268712     0.725560  -0.030107     -0.033574  -0.367782     0.317450  -0.264598     0.727076  -0.029720     0.000510  0.404280
0.238000       0.343467  0.455895     0.624229  -0.166392     0.107173  -0.328980     -0.036939  -0.366403     0.620928  -0.167528     -0.418567  0.284136     0.375200  -0.132155     0.317410  -0.264505     0.109303  -0.328858     0.374986  -0.132389     -0.346290  0.269037     0.726170  -0.031387     -0.035534  -0.366765     0.316607  -0.265060     0.727698  -0.031039     0.002189  0.404030
0.239000       0.346056  0.454405     0.624307  -0.167890     0.105683  -0.328685     -0.038877  -0.365341     0.620978  -0.168945     -0.417733  0.285007     0.374948  -0.132387     0.316583  -0.264984     0.107816  -0.328618     0.374728  -0.132617     -0.345421  0.269359     0.726773  -0.032670     -0.037482  -0.365742     0.315767  -0.265520     0.728312  -0.032361     0.003858  0.403776
0.240000       0.348628  0.452906     0.624377  -0.169389     0.104202  -0.328385     -0.040800  -0.364274     0.621021  -0.170363     -0.416897  0.285875     0.374698  -0.132619     0.315757  -0.265461     0.106336  -0.328374     0.374472  -0.132843     -0.344555  0.269679     0.727369  -0.033954     -0.039415  -0.364713     0.314929  -0.265978     0.728918  -0.033684     0.005518  0.403518
0.241000       0.351183  0.451401     0.624440  -0.170889     0.102730  -0.328081     -0.042708  -0.363201     0.621059  -0.171781     -0.416060  0.286742     0.374450  -0.132850     0.314934  -0.265935     0.104864  -0.328125     0.374219  -0.133069     -0.343692  0.269998     0.727957  -0.035240     -0.041336  -0.363678     0.314093  -0.266433     0.729515  -0.035010     0.007169  0.403256
0.242000       0.353722  0.449888     0.624495  -0.172391     0.101265  -0.327772     -0.044602  -0.362122     0.621091  -0.173200     -0.415222  0.287606     0.374204  -0.133081     0.314111  -0.266408     0.103399  -0.327871     0.373967  -0.133294     -0.342833  0.270314     0.728538  -0.036528     -0.043242  -0.362636     0.313259  -0.266885     0.730103  -0.036337     0.008810  0.402991
0.243000       0.356244  0.448369     0.624541  -0.173894     0.099810  -0.327459     -0.046482  -0.361037     0.621117  -0.174620     -0.414381  0.288469     0.373961  -0.133311     0.313291  -0.266879     0.101941  -0.327613     0.373718  -0.133519     -0.341977  0.270629     0.729112  -0.037817     -0.045136  -0.361589     0.312428  -0.267335     0.730684  -0.037665     0.010442  0.402722
0.244000       0.358749  0.446843     0.624580  -0.175397     0.098363  -0.327141     -0.048347  -0.359948     0.621138  -0.176040     -0.413540  0.289331     0.373719  -0.133540     0.312473  -0.267347     0.100490  -0.327351     0.373472  -0.133743     -0.341124  0.270942     0.729678  -0.039107     -0.047016  -0.360536     0.311598  -0.267783     0.731256  -0.038996     0.012065  0.402450
0.245000       0.361238  0.445310     0.624612  -0.176902     0.096925  -0.326820     -0.050198  -0.358853     0.621153  -0.177460     -0.412697  0.290190     0.373480  -0.133769     0.311657  -0.267813     0.099046  -0.327085     0.373227  -0.133966     -0.340274  0.271252     0.730237  -0.040398     -0.048883  -0.359478     0.310771  -0.268229     0.731820  -0.040328     0.013679  0.402174
0.246000       0.363710  0.443772     0.624635  -0.178408     0.095495  -0.326494     -0.052035  -0.357753     0.621162  -0.178881     -0.411852  0.291048     0.373243  -0.133997     0.310842  -0.268277     0.097609  -0.326814     0.372985  -0.134188     -0.339427  0.271561     0.730789  -0.041691     -0.050736  -0.358414     0.309947  -0.268672     0.732375  -0.041661     0.015283  0.401895
0.247000       0.366166  0.442227     0.624651  -0.179914     0.094073  -0.326165     -0.053857  -0.356648     0.621165  -0.180303     -0.411006  0.291904     0.373008  -0.134225     0.310028  -0.268740     0.096179  -0.326540     0.372745  -0.134410     -0.338583  0.271869     0.731334  -0.042985     -0.052577  -0.357345     0.309124  -0.269113     0.732923  -0.042996     0.016879  0.401614
0.248000       0.368606  0.440676     0.624659  -0.181421     0.092660  -0.325832     -0.055666  -0.355538     0.621163  -0.181724     -0.410159  0.292758     0.372775  -0.134453     0.309217  -0.269200     0.094756  -0.326261     0.372508  -0.134631     -0.337742  0.272174     0.731872  -0.044281     -0.054405  -0.356270     0.308304  -0.269552     0.733463  -0.044332     0.018466  0.401329
0.249000       0.371031  0.439118     0.624659  -0.182929     0.091254  -0.325495     -0.057462  -0.354424     0.621156  -0.183146     -0.409309  0.293611     0.372544  -0.134680     0.308407  -0.269658     0.093340  -0.325979     0.372272  -0.134852     -0.336904  0.272479     0.732402  -0.045577     -0.056220  -0.355191     0.307485  -0.269988     0.733994  -0.045669     0.020045  0.401041
0.250000       0.373440  0.437556     0.624652  -0.184437     0.089857  -0.325155     -0.059243  -0.353305     0.621143  -0.184569     -0.408459  0.294461     0.372315  -0.134906     0.307599  -0.270115     0.091930  -0.325692     0.372039  -0.135073     -0.336069  0.272781     0.732927  -0.046874     -0.058022  -0.354106     0.306669  -0.270423     0.734518  -0.047007     0.021615  0.400751
0.251000       0.375833  0.435987     0.624637  -0.185946     0.088468  -0.324811     -0.061011  -0.352182     0.621124  -0.185992     -0.407606  0.295310     0.372089  -0.135133     0.306793  -0.270569     0.090528  -0.325403     0.371808  -0.135293     -0.335237  0.273082     0.733444  -0.048172     -0.059812  -0.353017     0.305855  -0.270855     0.735034  -0.048346     0.023176  0.400457
0.252000       0.378211  0.434412     0.624615  -0.187455     0.087088  -0.324464     -0.062765  -0.351055     0.621100  -0.187415     -0.406753  0.296157     0.371864  -0.135359     0.305988  -0.271023     0.089132  -0.325109     0.371580  -0.135512     -0.334408  0.273382     0.733954  -0.049472     -0.061589  -0.351923     0.305044  -0.271286     0.735542  -0.049686     0.024729  0.400162
0.253000       0.380573  0.432833     0.624585  -0.188965     0.085715  -0.324113     -0.064506  -0.349924     0.621071  -0.188839     -0.405897  0.297003     0.371642  -0.135584     0.305184  -0.271474     0.087742  -0.324812     0.371353  -0.135731     -0.333581  0.273680     0.734458  -0.050772     -0.063353  -0.350824     0.304234  -0.271714     0.736042  -0.051026     0.026273  0.399863
0.254000       0.382921  0.431247     0.624547  -0.190475     0.084350  -0.323760     -0.066233  -0.348789     0.621036  -0.190263     -0.405041  0.297847     0.371421  -0.135810     0.304383  -0.271923     0.086359  -0.324511     0.371129  -0.135950     -0.332758  0.273977     0.734955  -0.052072     -0.065105  -0.349721     0.303427  -0.272141     0.736534  -0.052368     0.027809  0.399563
0.255000       0.385253  0.429657     0.624502  -0.191985     0.082993  -0.323403     -0.067948  -0.347650     0.620995  -0.191687     -0.404182  0.298689     0.371203  -0.136035     0.303583  -0.272371     0.084983  -0.324206     0.370907  -0.136169     -0.331937  0.274272     0.735445  -0.053374     -0.066846  -0.348613     0.302622  -0.272566     0.737019  -0.053710     0.029337  0.399259
0.256000       0.387571  0.428061     0.624450  -0.193495     0.081644  -0.323044     -0.069649  -0.346507     0.620950  -0.193111     -0.403322  0.299530     0.370987  -0.136261     0.302784  -0.272817     0.083613  -0.323899     0.370687  -0.136387     -0.331119  0.274566     0.735929  -0.054676     -0.068573  -0.347501     0.301818  -0.272989     0.737497  -0.055053     0.030858  0.398954
0.257000       0.389873  0.426460     0.624390  -0.195005     0.080303  -0.322681     -0.071338  -0.345361     0.620899  -0.194536     -0.402460  0.300368     0.370772  -0.136486     0.301987  -0.273261     0.082249  -0.323588     0.370470  -0.136605     -0.330303  0.274859     0.736406  -0.055979     -0.070289  -0.346385     0.301017  -0.273410     0.737966  -0.056397     0.032370  0.398646
0.258000       0.392162  0.424854     0.624323  -0.196516     0.078969  -0.322316     -0.073014  -0.344212     0.620843  -0.195961     -0.401597  0.301205     0.370560  -0.136710     0.301191  -0.273704     0.080892  -0.323273     0.370254  -0.136823     -0.329490  0.275151     0.736877  -0.057283     -0.071992  -0.345264     0.300218  -0.273830     0.738429  -0.057741     0.033874  0.398336
0.259000       0.394435  0.423243     0.624248  -0.198026     0.077643  -0.321949     -0.074676  -0.343059     0.620782  -0.197386     -0.400732  0.302041     0.370350  -0.136935     0.300397  -0.274145     0.079541  -0.322956     0.370041  -0.137040     -0.328680  0.275441     0.737342  -0.058587     -0.073684  -0.344140     0.299421  -0.274247     0.738884  -0.059085     0.035371  0.398024
0.260000       0.396694  0.421627     0.624166  -0.199536     0.076325  -0.321578     -0.076327  -0.341903     0.620715  -0.198811     -0.399866  0.302875     0.370142  -0.137160     0.299605  -0.274584     0.078197  -0.322635     0.369830  -0.137257     -0.327872  0.275731     0.737800  -0.059892     -0.075364  -0.343011     0.298626  -0.274664     0.739332  -0.060429     0.036859  0.397710
0.261000       0.398939  0.420007     0.624077  -0.201046     0.075014  -0.321205     -0.077964  -0.340744     0.620644  -0.200237     -0.398997  0.303707     0.369935  -0.137384     0.298814  -0.275022     0.076858  -0.322311     0.369621  -0.137475     -0.327067  0.276019     0.738252  -0.061197     -0.077032  -0.341879     0.297833  -0.275078     0.739772  -0.061774     0.038341  0.397394
0.262000       0.401170  0.418381     0.623980  -0.202555     0.073710  -0.320830     -0.079589  -0.339581     0.620567  -0.201663     -0.398127  0.304538     0.369731  -0.137609     0.298024  -0.275459     0.075526  -0.321984     0.369414  -0.137691     -0.326264  0.276306     0.738698  -0.062503     -0.078688  -0.340743     0.297042  -0.275491     0.740205  -0.063120     0.039815  0.397076
0.263000       0.403387  0.416751     0.623877  -0.204065     0.072414  -0.320453     -0.081202  -0.338416     0.620485  -0.203089     -0.397256  0.305366     0.369529  -0.137833     0.297236  -0.275894     0.074200  -0.321654     0.369210  -0.137909     -0.325463  0.276593     0.739138  -0.063809     -0.080333  -0.339603     0.296253  -0.275902     0.740631  -0.064465     0.041281  0.396756
0.264000       0.405590  0.415117     0.623766  -0.205574     0.071125  -0.320073     -0.082803  -0.337249     0.620398  -0.204515     -0.396383  0.306194     0.369328  -0.138057     0.296449  -0.276328     0.072879  -0.321321     0.369007  -0.138126     -0.324666  0.276877     0.739572  -0.065116     -0.081966  -0.338460     0.295465  -0.276312     0.741050  -0.065810     0.042740  0.396435
0.265000       0.407779  0.413478     0.623648  -0.207083     0.069843  -0.319691     -0.084391  -0.336078     0.620306  -0.205941     -0.395508  0.307019     0.369130  -0.138282     0.295664  -0.276760     0.071565  -0.320985     0.368807  -0.138342     -0.323870  0.277162     0.740000  -0.066423     -0.083588  -0.337313     0.294680  -0.276721     0.741462  -0.067156     0.044192  0.396112
